question,authors,year,title,venue,doi,doi_url,study_design,sample,population_mismatch,claim_supported,retracted_flag_openalex,retracted_flag_crossref,sweep_track
B3,"Scheibehenne, Greifeneder, Todd",2010,Can There Ever Be Too Many Options? A Meta-Analytic Review of Choice Overload,Journal of Consumer Research,10.1086/651235,https://doi.org/10.1086/651235,"meta-analysis (63 conditions, 50 experiments, N=5036)","adults, general population, no ADHD relevance","Consumer assortment choice, not task lists; no ADHD or self-identified sample",Choice overload is contested: mean effect size virtually zero with large between-study variance; no sufficient conditions identified,False,False,Interface evidence
B3,Steel,2007,The nature of procrastination: A meta-analytic and theoretical review of quintessential self-regulatory failure.,Psychological Bulletin,10.1037/0033-2909.133.1.65,https://doi.org/10.1037/0033-2909.133.1.65,meta-analysis,"adults, mostly student general population, not ADHD-defined",No ADHD sampling; no list-length manipulation,Task aversiveness among the strongest correlates of procrastination — relevant to avoidance but silent on list length,False,False,Interface evidence
B4,"Anderson, Jenkins, Vance, Kirwan, Eargle",2016,Your memory is working against you: How eye tracking and memory explain habituation to security warnings,Decision Support Systems,10.1016/j.dss.2016.09.010,https://doi.org/10.1016/j.dss.2016.09.010,RCT / controlled experiment (eye tracking),"adults, general population, no ADHD relevance",Security warnings; no ADHD sample,(i) Supporting mechanism for habituation to repeated warnings,False,False,Interface evidence
B4,"Anderson, Kirwan, Jenkins, Eargle, Howard, Vance",2015,How Polymorphic Warnings Reduce Habituation in the Brain,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems (CHI '15),10.1145/2702123.2702322,https://doi.org/10.1145/2702123.2702322,RCT / controlled experiment (fMRI + mouse-cursor tracking),"adults, general population, no ADHD relevance","Security warnings and visual appearance, with attention as outcome — not reminder text, not task initiation, not ADHD",(i) Varied copy: habituation appears after only the second exposure; polymorphic (varying) warnings are substantially more resistant,False,False,Interface evidence
B4,"Bell, Garnett, Bao, Cheng, Qian, Perski, Potts, Williamson",2023,How Notifications Affect Engagement With a Behavior Change App: Results From a Micro-Randomized Trial,JMIR mHealth and uHealth,10.2196/38342,https://doi.org/10.2196/38342,"RCT (micro-randomised trial, 30 days)","adults (350 UK users, AUDIT>=8), general population, no ADHD relevance","Alcohol-reduction diary app in general adult population; not ADHD, not task initiation, and the outcome is app opening not task completion",(i) CONTRARY: a 30-message varied-copy bank was no more effective than one fixed standard message; notification raised next-hour app opening 3.5-fold (95% CI 2.91-4.25) but time to disengagement did not differ across arms. (iii) Also contrary for back-off: withholding notifications did not change time to disengagement,False,False,Interface evidence
B4,"Fry, Neff",2009,Periodic Prompts and Reminders in Health Promotion and Health Behavior Interventions: Systematic Review,Journal of Medical Internet Research,10.2196/jmir.1138,https://doi.org/10.2196/jmir.1138,systematic review (19 articles),"adults, general population, no ADHD relevance",Weight/physical activity/diet prompts in general adults; no ADHD sample and no back-off condition,(iii) Searched explicitly for prompt characteristics associated with superior results; yields no frequency-tapering rule,False,False,Interface evidence
B4,"Lally, van Jaarsveld, Potts, Wardle",2010,How are habits formed: Modelling habit formation in the real world,European Journal of Social Psychology,10.1002/ejsp.674,https://doi.org/10.1002/ejsp.674,observational (12-week longitudinal),"adults (96 volunteers), general population, no ADHD relevance","General-population volunteers on eating/drinking/activity behaviours; cue consistency inferred from context stability, not from notification timing",(ii) CONTRARY to jitter: behaviour performed daily in the SAME context; more consistent performance was associated with better automaticity-curve fit. Also: time to 95% of automaticity asymptote ranged 18-254 days,False,False,Interface evidence
B4,"Morrison, Hargood, Pejović, Geraghty, Lloyd, Goodman, Michaelides, Weston, Musolesi, Weal, Yardley",2017,The Effect of Timing and Frequency of Push Notifications on Usage of a Smartphone-Based Stress Management Intervention: An Exploratory Trial,PLoS ONE,10.1371/journal.pone.0169162,https://doi.org/10.1371/journal.pone.0169162,RCT (exploratory randomised trial),"adults (77 participants), general population, no ADHD relevance","Stress-management app, general adults; manipulates when/how often, not small random offsets; no ADHD sample",(ii) Timing: context-adaptive delivery did not meaningfully beat a fixed daily window. (iii) CONTRARY for back-off: the occasional-notification group viewed and actioned FEWER notifications than the daily group; frequent notifications increased exposure without deterring engagement,False,False,Interface evidence
B4,"Nahum-Shani, Smith, Spring, Collins, Witkiewitz, Tewari, Murphy",2018,Just-in-Time Adaptive Interventions (JITAIs) in Mobile Health: Key Components and Design Principles for Ongoing Health Behavior Support,Annals of Behavioral Medicine,10.1007/s12160-016-9830-8,https://doi.org/10.1007/s12160-016-9830-8,expert opinion (design-principles synthesis),no sample (conceptual paper),Conceptual; provides vocabulary for back-off but no evidence for any specific schedule; not ADHD-specific,"(iii) Names adapting the type/amount of support as a design principle, and warns that many JITAIs are built with minimal use of evidence or theory",False,False,Interface evidence
B4,"Park, Lee",2023,Understanding Disengagement in Just-in-Time Mobile Health Interventions,"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies",10.1145/3596240,https://doi.org/10.1145/3596240,qualitative / mixed-methods (8-week user study),"adults (54 college students), general population, no ADHD relevance","College students, general population; self-report drivers rather than a manipulation of copy or timing","(i) and (iii): boredom and habituation to repetitive, monotonous interventions, plus inopportune alarms and low rewards, named as disengagement drivers",False,False,Interface evidence
B4,"Pinder, Vermeulen, Cowan, Beale",2018,Digital Behaviour Change Interventions to Break and Form Habits,ACM Transactions on Computer-Human Interaction,10.1145/3196830,https://doi.org/10.1145/3196830,systematic review / critical review,"adults, general population, no ADHD relevance","Review, no primary sample; no ADHD-specific analysis",(ii) Habit-focused design framing (Habit Alteration Model) and the argument that most interventions ignore habitual behaviour,False,False,Interface evidence
B4,"Vance, Jenkins, Anderson, Bjornn, Kirwan",2018,"Tuning Out Security Warnings: A Longitudinal Examination of Habituation Through fMRI, Eye Tracking, and Field Experiments",MIS Quarterly,10.25300/misq/2018/14124,https://doi.org/10.25300/misq/2018/14124,RCT / controlled experiments (two longitudinal: lab neuroimaging + 3-week field),"adults, general population, no ADHD relevance","Security/permission warnings, general population; attention and adherence rather than task completion","(i) Varied copy: attention declines over a workweek, recovers partially without exposure, and polymorphic design substantially reduces habituation; field adherence declines with repetition",False,False,Interface evidence
B4,"Vance, Kirwan, Bjornn, Jenkins, Anderson",2017,What Do We Really Know about How Habituation to Warnings Occurs Over Time?,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems,10.1145/3025453.3025896,https://doi.org/10.1145/3025453.3025896,RCT / controlled experiment,"adults, general population, no ADHD relevance",Security warnings; no ADHD sample,(i) Supporting evidence on the time course of habituation to warnings,False,False,Interface evidence
B4,"Wood, Rünger",2016,Psychology of Habit,Annual Review of Psychology,10.1146/annurev-psych-122414-033417,https://doi.org/10.1146/annurev-psych-122414-033417,systematic review / narrative review,"adults, general population, no ADHD relevance",Review of general-population habit research; no ADHD sample and no notification-timing data,(ii) CONTRARY to jitter: stable cue-context associations as the mechanism by which repetition becomes automatic,False,False,Interface evidence
B5,"Dichev, Dicheva",2017,"Gamifying education: what is known, what is believed and what remains uncertain: a critical review",International Journal of Educational Technology in Higher Education,10.1186/s41239-017-0042-5,https://doi.org/10.1186/s41239-017-0042-5,systematic review / critical review,"students, general population, no ADHD relevance","Educational contexts; not ADHD, not companion agents",Insufficient evidence for long-term benefits of gamification; practice has outpaced understanding of mechanisms,False,False,Interface evidence
B5,"Dodd, Fowler, Lottridge",2025,Purr-ogrammed love: A narrative review of virtual pets,Entertainment Computing,10.1016/j.entcom.2025.100958,https://doi.org/10.1016/j.entcom.2025.100958,systematic review / narrative review,"mixed, largely non-clinical samples across 45 articles",Narrative review across decades and disciplines; no ADHD sample and no need-satisfaction measurement,"Establishes that virtual pets remain under-researched despite continued popularity; themes include health and habits, life and death, and ethics",False,False,Interface evidence
B5,"Gillison, Rouse, Standage, Sebire, Ryan",2019,A meta-analysis of techniques to promote motivation for health behaviour change from a self-determination theory perspective,Health Psychology Review,10.1080/17437199.2018.1534071,https://doi.org/10.1080/17437199.2018.1534071,meta-analysis,"adults, general health samples, no ADHD relevance","Health behaviour change, not ADHD executive function",Which techniques promote autonomous motivation from an SDT perspective,False,False,Interface evidence
B5,"Hamari, Koivisto, Sarsa",2014,Does Gamification Work? -- A Literature Review of Empirical Studies on Gamification,2014 47th Hawaii International Conference on System Sciences (HICSS),10.1109/hicss.2014.377,https://doi.org/10.1109/hicss.2014.377,systematic review,mixed samples,Review; not ADHD-specific,Early evidence that gamification effects are context-dependent and mixed,False,False,Interface evidence
B5,"Johnson, Deterding, Kuhn, Staneva, Stoyanov, Hides",2016,Gamification for health and wellbeing: A systematic review of the literature,Internet Interventions,10.1016/j.invent.2016.10.002,https://doi.org/10.1016/j.invent.2016.10.002,systematic review,mixed health samples,Health/wellbeing generally; not ADHD,Evidence base for gamification in health and wellbeing is positive but limited in quality,False,False,Interface evidence
B5,"Koivisto, Hamari",2019,The rise of motivational information systems: A review of gamification research,International Journal of Information Management,10.1016/j.ijinfomgt.2018.10.013,https://doi.org/10.1016/j.ijinfomgt.2018.10.013,systematic review,mixed samples across 819 studies,Review across domains; no ADHD-specific analysis,"Core 'loose theory' critique: the field advanced without agenda or theoretical guidance, results lean positive but with a remarkable amount of mixed findings, and it lacks coherence in research models and consistency in variables and theoretical foundations",False,False,Interface evidence
B5,"Morsink, Van der Oord, Antrop, Danckaerts, Scheres",2022,Studying Motivation in ADHD: The Role of Internal Motives and the Relevance of Self Determination Theory,Journal of Attention Disorders,10.1177/10870547211050948,https://doi.org/10.1177/10870547211050948,expert opinion (conceptual/agenda paper),no primary sample; reviews ADHD literature that is predominantly children/adolescents with clinically diagnosed ADHD,"Position paper, not evidence; underlying ADHD literature is diagnosed children/adolescents, not self-identifying adults","The only retrieved work connecting SDT to ADHD directly; argues ADHD research over-focuses on reinforcement and neglects internal motives, and raises potential negative effects of external reinforcers on intrinsic motivation and well-being",False,False,Interface evidence
B5,"Ntoumanis, Ng, Prestwich, Quested, Hancox, Thøgersen-Ntoumani, Deci, Ryan, Lonsdale, Williams",2021,"A meta-analysis of self-determination theory-informed intervention studies in the health domain: effects on motivation, health behavior, physical, and psychological health",Health Psychology Review,10.1080/17437199.2020.1718529,https://doi.org/10.1080/17437199.2020.1718529,meta-analysis (73 experimental studies),"adults, mixed health-domain samples, no ADHD relevance","Health promotion and disease management, not ADHD, not task management or companion agents",Strongest defensible SDT citation: SDT-based interventions produce small-to-medium changes in SDT constructs and small positive health-behaviour changes; effects modest and heterogeneous; need support and autonomous motivation (not controlled motivation) linked to change,False,False,Interface evidence
B5,"Peters, Calvo, Ryan",2018,"Designing for Motivation, Engagement and Wellbeing in Digital Experience",Frontiers in Psychology,10.3389/fpsyg.2018.00797,https://doi.org/10.3389/fpsyg.2018.00797,"expert opinion (theoretical framework, METUX)",no sample (framework paper),"Framework, no empirical sample; not ADHD-specific",Right citation for applying SDT to technology design a priori rather than post hoc,False,False,Interface evidence
B5,"Przybylski, Rigby, Ryan",2010,A Motivational Model of Video Game Engagement,Review of General Psychology,10.1037/a0019440,https://doi.org/10.1037/a0019440,systematic review / theoretical review,"adults, general/player population, no ADHD relevance","Review of game research; not ADHD, not productivity tools",Consolidates the SDT account of game engagement,False,False,Interface evidence
B5,"Ryan, Rigby, Przybylski",2006,The Motivational Pull of Video Games: A Self-Determination Theory Approach,Motivation and Emotion,10.1007/s11031-006-9051-8,https://doi.org/10.1007/s11031-006-9051-8,observational / experimental studies,"adults, general/player population, no ADHD relevance",Video game play in general players; no ADHD sample and no task-management outcome,"Canonical citation that games satisfy autonomy, competence and relatedness (the PENS line)",False,False,Interface evidence
B5,"Sailer, Hense, Mayr, Mandl",2017,How gamification motivates: An experimental study of the effects of specific game design elements on psychological need satisfaction,Computers in Human Behavior,10.1016/j.chb.2016.12.033,https://doi.org/10.1016/j.chb.2016.12.033,"RCT (randomised controlled study, online simulation)","adults, general population, no ADHD relevance","Short online simulation with self-report need scales in general adults; not a months-long pet relationship, not ADHD. OpenAlex records publication year 2016, journal issue April 2017","Best available evidence that a non-human character can move relatedness: avatars, meaningful stories and teammates affected social relatedness; badges/leaderboards/graphs affected competence; perceived decision freedom (autonomy) could NOT be affected as intended",False,False,Interface evidence
B5,"Seaborn, Fels",2015,Gamification in theory and action: A survey,International Journal of Human-Computer Studies,10.1016/j.ijhcs.2014.09.006,https://doi.org/10.1016/j.ijhcs.2014.09.006,systematic review / survey,mixed samples,"Review; not ADHD-specific. OpenAlex records publication year 2014, journal issue February 2015",Standard citation for gamification's uneven theoretical grounding,False,False,Interface evidence
B5,"Vansteenkiste, Ryan, Soenens",2020,"Basic psychological need theory: Advancements, critical themes, and future directions",Motivation and Emotion,10.1007/s11031-019-09818-1,https://doi.org/10.1007/s11031-019-09818-1,systematic review / theoretical review,no sample (theoretical review),Theory; no ADHD-specific content,"Primary source for what the three basic needs actually claim, rather than a secondary paraphrase",False,False,Interface evidence
B5,"Villalobos-Zúñiga, Cherubini",2020,Apps That Motivate: a Taxonomy of App Features Based on Self-Determination Theory,International Journal of Human-Computer Studies,10.1016/j.ijhcs.2020.102449,https://doi.org/10.1016/j.ijhcs.2020.102449,observational (feature analysis / taxonomy),no user sample (208 apps analysed),"Maps features to constructs analytically; does NOT measure need satisfaction in users, and no ADHD sample",Maps 12 app design features onto SDT constructs — useful for framing PetTodo's features,False,False,Interface evidence
C1,Amy F.T. Arnsten,2009,Stress signalling pathways that impair prefrontal cortex structure and function,Nature reviews. Neuroscience,10.1038/nrn2648,https://doi.org/10.1038/nrn2648,review,animal-dominant; general population,"Animal-dominant, not ADHD, not deadline urgency",PFC is selectively vulnerable to stress; even mild acute uncontrollable stress causes rapid loss of prefrontal cognitive abilities,False,False,External anchors
C1,Amy F.T. Arnsten,2009,Toward a New Understanding of Attention-Deficit Hyperactivity Disorder Pathophysiology,CNS Drugs,10.2165/00023210-200923000-00005,https://doi.org/10.2165/00023210-200923000-00005,review,ADHD; mixed child and adult imaging evidence,"Review, mixed ages; used to show ADHD sits low on the inverted U, so urgency may move a person toward the optimum rather than past it","In ADHD, prefrontal regions are UNDERACTIVE with weakened connectivity — the opposite direction from the stress-shift account",False,False,External anchors
C1,Amy F.T. Arnsten,2011,Catecholamine Influences on Dorsolateral Prefrontal Cortical Networks,Biological Psychiatry,10.1016/j.biopsych.2011.01.027,https://doi.org/10.1016/j.biopsych.2011.01.027,review,non-human primate physiology applied to human ADHD,Primate physiology; not a direct test of urgency in ADHD adults,Catecholamine modulation of dlPFC follows an inverted U; noradrenaline strengthens network connectivity via alpha-2A receptors and dopamine sculpts via D1; all ADHD medications act by enhancing these,False,False,External anchors
C1,Amy F.T. Arnsten,2015,Stress weakens prefrontal networks: molecular insults to higher cognition,Nature Neuroscience,10.1038/nn.4087,https://doi.org/10.1038/nn.4087,narrative mechanistic review,rodent and non-human primate work with some human translation; general population,"Not ADHD, not deadline urgency, not initiation; describes IMPAIRMENT under threat. The community claim is a distortion of this paper","The actual source claim: acute UNCONTROLLABLE STRESS drives catecholamines past optimum, weakening PFC connectivity while strengthening sensory cortex, amygdala and striatum — flipping behaviour from reflective to reflexive",False,False,External anchors
C1,Barış Metin; Herbert Roeyers; Jan R. Wiersema; Jaap van der Meere; Edmund Sonuga‐Barke,2012,A Meta-Analytic Study of Event Rate Effects on Go/No-Go Performance in Attention-Deficit/Hyperactivity Disorder,Biological Psychiatry,10.1016/j.biopsych.2012.08.023,https://doi.org/10.1016/j.biopsych.2012.08.023,meta-analysis,predominantly children and adolescents with diagnosed ADHD,"Lab go/no-go performance, not real-world initiation; predominantly paediatric samples",Event rate (stimulation rate) systematically moderates go/no-go performance in ADHD — the state-regulation prediction confirmed,False,False,External anchors
C1,Edmund Sonuga‐Barke,2002,Psychological heterogeneity in AD/HD—a dual pathway model of behaviour and cognition,Behavioural Brain Research,10.1016/s0166-4328(01)00432-6,https://doi.org/10.1016/s0166-4328(01)00432-6,theoretical paper,child-derived model of ADHD,Child-derived model; theoretical rather than empirical,Dual-pathway model: delay aversion as an affective route distinct from executive dysfunction — why distant deadlines are aversive and near ones tractable,False,False,External anchors
C1,Edmund Sonuga‐Barke; Jan R. Wiersema; J.J. Van der Meere; Herbert Roeyers,2010,Context-dependent Dynamic Processes in Attention Deficit/Hyperactivity Disorder: Differentiating Common and Unique Effects of State Regulation Deficits and Delay Aversion,Neuropsychology Review,10.1007/s11065-009-9115-0,https://doi.org/10.1007/s11065-009-9115-0,theoretical review,ADHD; predominantly paediatric evidence base,Theoretical review built on child-dominant evidence,Formal statement of the state-regulation deficit vs delay aversion distinction — context-dependent dynamic processes in ADHD,False,False,External anchors
C1,Erno J. Hermans; Hein J. F. van Marle; Lindsey Ossewaarde; Marloes J. A. G. Henckens; Shaozheng Qin; Marlieke Van Kesteren; Vincent C. Schoots; Helena Cousijn; Mark Rijpkema; Robert Oostenveld; Guillén Fernández,2011,Stress-Related Noradrenergic Activity Prompts Large-Scale Neural Network Reconfiguration,Science,10.1126/science.1209603,https://doi.org/10.1126/science.1209603,pharmacological fMRI experiment,"healthy human adults, general population, no ADHD","Fear-related acute stressor, not a deadline; healthy adults; the shift is to a distributed salience network, not to the amygdala as a single locus of 'drive'","Human evidence for the stress-induced shift: a salience network including amygdala, thalamus, hypothalamus, midbrain and frontoinsular/dACC increased coupling in proportion to stress response, abolished by beta-adrenergic blockade but not cortisol inhibition",False,False,External anchors
C1,Marjolein Luman; Jaap Oosterlaan; J SERGEANT,2005,The impact of reinforcement contingencies on AD/HD: A review and theoretical appraisal,Clinical Psychology Review,10.1016/j.cpr.2004.11.001,https://doi.org/10.1016/j.cpr.2004.11.001,review and theoretical appraisal of experimental reinforcement manipulations,children with diagnosed ADHD,"Children; experimental reinforcement manipulations, not naturalistic initiation",ADHD performance is unusually sensitive to reinforcement contingencies — the reinforcement-salience half of the replacement account,False,False,External anchors
C2,"Arnett, McGrath, Flaherty, Pennington, Willcutt",2022,Heritability and Clinical Characteristics of Neuropsychological Profiles in Youth With and Without Elevated ADHD Symptoms,Journal of Attention Disorders,10.1177/10870547221075842,https://doi.org/10.1177/10870547221075842,"latent class analysis, twin heritability study","children (school-age twins, N=2,564) enriched for ELEVATED ADHD SYMPTOMS - i.e. subclinical/high-trait as well as clinical","Children; but symptom-elevated rather than purely clinically referred, so closer to self-identified users than most of this literature.","Five neuropsychological profiles replicated across twin 1 and twin 2 datasets and were heritable, but heritability was lower than that of ADHD status and the profiles are NOT strong candidate endophenotypes - replication caution for subtyping",False,False,Heterogeneity
C2,"Coghill, Seth, Matthews",2014,"A comprehensive assessment of memory, delay aversion, timing, inhibition, decision making and variability in attention deficit hyperactivity disorder: advancing beyond the three-pathway models",Psychological Medicine,10.1017/s0033291713002547,https://doi.org/10.1017/s0033291713002547,case-control observational,"children (boys only); 83 medication-naive boys with well-characterised clinically diagnosed ADHD, mean age 8.9, vs 66 typically developing boys","Severe mismatch: boys only, children only, clinically diagnosed and medication-naive; PetTodo users are self-identifying adults of both sexes. The pattern (minority impairment per domain) transfers; the exact percentages do not.","THE key quantitative analogue to the 5-10% claim: only a minority of the ADHD sample was impaired in each domain - working memory 30.1%, inhibition 22.9%, delay aversion 36.1%, decision making 20.5%, timing 31.3%, response variability 18.1%",False,False,Heterogeneity
C2,"Fair, Bathula, Nikolas, Nigg",2012,Distinct neuropsychological subgroups in typically developing youth inform heterogeneity in children with ADHD,Proceedings of the National Academy of Sciences,10.1073/pnas.1115365109,https://doi.org/10.1073/pnas.1115365109,"observational, graph theory / community detection plus SVM classification",youth (children/adolescents); large dataset of typically developing youth and youth with clinically diagnosed ADHD,"Youth, diagnosed; the general-population comparison group is central to the finding, not incidental.",Nested-subgroup finding: some of the heterogeneity in individuals with ADHD is 'nested' in normal variation rather than being disorder-specific,False,False,Heterogeneity
C2,"Karalunas, Fair, Musser, Aykes, Iyer, Nigg",2014,Subtyping Attention-Deficit/Hyperactivity Disorder Using Temperament Dimensions: Toward Biologically Based Nosologic Criteria,JAMA Psychiatry,10.1001/jamapsychiatry.2014.763,https://doi.org/10.1001/jamapsychiatry.2014.763,observational community-detection subtyping - RETRACTED AND REPLACED,children; 437 community-recruited children with and without ADHD,"Children, community-recruited; and retracted, so unusable as evidence regardless of population.","RETRACTION WARNING ONLY. The retrieved OpenAlex record carries is_retracted=true, as does the 2018 Notice of Retraction and Replacement (doi 10.1001/jamapsychiatry.2018.0013). Do NOT cite as evidence for temperament-based ADHD subtypes; it is usable only as an illustration of the replication fragility of ADHD subtyping.",True,False,Heterogeneity
C2,"Karalunas, Fair, Musser, Aykes, Iyer, Nigg",2018,Notice of Retraction and Replacement. Karalunas et al. Subtyping attention-deficit/hyperactivity disorder using temperament dimensions (JAMA Psychiatry. 2014;71(9):1015-1024),JAMA Psychiatry,10.1001/jamapsychiatry.2018.0013,https://doi.org/10.1001/jamapsychiatry.2018.0013,retraction and replacement notice,n/a,n/a,Documents the retraction and replacement of the 2014 temperament-subtyping paper; cited only as the retraction record,True,True,Synthesis
C2,"Karalunas, Nigg",2020,Heterogeneity and Subtyping in Attention-Deficit/Hyperactivity Disorder-Considerations for Emerging Research Using Person-Centered Computational Approaches,Biological Psychiatry,10.1016/j.biopsych.2019.11.002,https://doi.org/10.1016/j.biopsych.2019.11.002,narrative review,mixed/children; review of studies using diagnosed ADHD samples,Review level; underlying samples diagnosed and mostly children.,"Few if any experts believe DSM/ICD diagnostic categories are discrete disease entities; children with ADHD vary considerably in symptom profiles, trajectories, clinical outcomes and biological correlates. Non-retracted substitute for the retracted Karalunas 2014 subtyping paper.",False,False,Heterogeneity
C2,"Kofler, Irwin, Soto, Groves, Harmon, Sarver",2019,Executive Functioning Heterogeneity in Pediatric ADHD,"Journal of Abnormal Child Psychology (indexed in OpenAlex under the journal's current title, Research on Child and Adolescent Psychopathology)",10.1007/s10802-018-0438-2,https://doi.org/10.1007/s10802-018-0438-2,case-control observational with reliability correction,"children aged 8-13 (N=136, 64 girls); clinically diagnosed ADHD and controls","Children, clinically diagnosed; measures lab EF tests, not app engagement.","Counterweight to Coghill: with a multi-test criterion battery and unreliability correction, 89% of children with ADHD were impaired on at least one EF, but per-function fractions stayed partial (62% working memory, 27% inhibitory control, 38% set shifting; 54% impaired on exactly one). Also states prior estimates put executive dysfunction in only ~33-50% of these children.",False,False,Heterogeneity
C2,"Mostert, Onnink, Klein, Dammers, Harneit, Schulten, van Hulzen, Kan, Slaats-Willemse, Buitelaar, Franke, Hoogman",2015,Cognitive heterogeneity in adult attention deficit/hyperactivity disorder: A systematic analysis of neuropsychological measurements,European Neuropsychopharmacology,10.1016/j.euroneuro.2015.08.010,https://doi.org/10.1016/j.euroneuro.2015.08.010,case-control observational,"adults; 133 patients with clinically diagnosed persistent ADHD (42% male, mean age 36) vs 132 healthy adults","Adults - the best age match in the C2 set - but clinically diagnosed, not self-identified.",Closest population match: effect sizes small to moderate (0.05-0.70) and 11% of adult patients showed NO neuropsychological dysfunction at all,False,False,Heterogeneity
C2,"Nigg, Karalunas, Feczko, Fair",2020,Toward a Revised Nosology for Attention-Deficit/Hyperactivity Disorder Heterogeneity,Biological Psychiatry: Cognitive Neuroscience and Neuroimaging,10.1016/j.bpsc.2020.02.005,https://doi.org/10.1016/j.bpsc.2020.02.005,review / RDoC-aligned position paper,mixed; review/position paper on diagnosed ADHD populations,"Review level, diagnosed populations; no adult self-identified data.",RDoC-style critique: etiological signal and clinical prediction in ADHD are weak; subtypes are likely multifactorial and cut across multiple dimensions; the field is only 'on the cusp' of justifying an emotionally dysregulated subprofile,False,False,Heterogeneity
C2,"Nigg, Willcutt, Doyle, Sonuga-Barke",2005,Causal Heterogeneity in Attention-Deficit/Hyperactivity Disorder: Do We Need Neuropsychologically Impaired Subtypes?,Biological Psychiatry,10.1016/j.biopsych.2004.08.025,https://doi.org/10.1016/j.biopsych.2004.08.025,conceptual review,children with DSM-defined ADHD (conceptual/review paper drawing on case-control literature); clinically diagnosed,"Children, diagnosed; argues about causal models rather than about interventions or adults.","Group-mean comparisons conceal substantial distributional overlap, so only a subgroup of behaviourally-defined cases has a deficit in any given neurocognitive mechanism",False,False,Heterogeneity
C2,"Sjowall, Roth, Lindqvist, Thorell",2013,"Multiple deficits in ADHD: executive dysfunction, delay aversion, reaction time variability, and emotional deficits",Journal of Child Psychology and Psychiatry,10.1111/jcpp.12006,https://doi.org/10.1111/jcpp.12006,case-control observational,children; 102 children with clinically diagnosed ADHD aged 7-13 and individually matched controls,"Children, diagnosed.","EF, reaction-time variability and emotional functioning each contributed INDEPENDENTLY to distinguishing ADHD from controls - multiple deficits, not one",False,False,Heterogeneity
C2,"Sonuga-Barke, Bitsakou, Thompson",2010,"Beyond the Dual Pathway Model: Evidence for the Dissociation of Timing, Inhibitory, and Delay-Related Impairments in Attention-Deficit/Hyperactivity Disorder",Journal of the American Academy of Child & Adolescent Psychiatry,10.1016/j.jaac.2009.12.018,https://doi.org/10.1016/j.jaac.2009.12.018,case-control observational with familial co-segregation analysis,"children/adolescents; 71 clinically diagnosed ADHD probands aged 6-17, 71 siblings (65 unaffected), 50 non-ADHD controls","Children/adolescents, diagnosed.","Triple-pathway dissociation: co-occurrence of inhibitory, temporal-processing and delay-related deficits was no greater than chance, with substantial groups of patients showing only one problem - so a single anchor mechanism cannot be assumed operative for a given user",False,False,Heterogeneity
C2,"Willcutt, Doyle, Nigg, Faraone, Pennington",2005,Validity of the Executive Function Theory of Attention-Deficit/Hyperactivity Disorder: A Meta-Analytic Review,Biological Psychiatry,10.1016/j.biopsych.2005.02.006,https://doi.org/10.1016/j.biopsych.2005.02.006,meta-analysis,"mixed ages, predominantly children/adolescents; clinically diagnosed ADHD (clinic-referred and community samples), N=3734 ADHD vs 2969 non-ADHD across 83 studies","Diagnosed samples, not self-identified adults; measures EF task performance, not real-world task initiation or to-do-list behaviour.","EF effect sizes are medium (.46-.69) and EF deficits lack universality, so EF weaknesses are neither necessary nor sufficient to cause all cases of ADHD",False,False,Heterogeneity
C2,"Wolfers, Beckmann, Hoogman, Buitelaar, Franke, Marquand",2020,Individual differences v. the average patient: mapping the heterogeneity in ADHD using normative models,Psychological Medicine,10.1017/s0033291719000084,https://doi.org/10.1017/s0033291719000084,"observational, normative modelling",adults with clinically diagnosed persistent ADHD (structural MRI),"Adults but clinically diagnosed; brain structure, not behaviour or app engagement.",Deviations from the normative model were frequent in persistent ADHD but overlapped between any two ADHD participants in only a few brain loci; the 'average ADHD patient' has limited informative value - directly relevant to designing one fixed interface for an average user,False,False,Heterogeneity
C2,"van Hulst, de Zeeuw, Durston",2015,"Distinct neuropsychological profiles within ADHD: a latent class analysis of cognitive control, reward sensitivity and timing",Psychological Medicine,10.1017/s0033291714001792,https://doi.org/10.1017/s0033291714001792,"latent class analysis, observational",children; 96 subjects with clinically diagnosed ADHD (any subtype) and 121 typically developing controls,"Children, diagnosed.","Three subgroups covered 87% of the ADHD sample, but two of the three had profiles similar to subgroups found among typically developing controls - subtype structure is partly normal variation",False,False,Heterogeneity
C3,"Beaton, Sirois, Milne",2022,Experiences of criticism in adults with ADHD: A qualitative study,PLOS ONE,10.1371/journal.pone.0263366,https://doi.org/10.1371/journal.pone.0263366,qualitative thematic analysis of written open-question responses,adults; 162 participants with ADHD AND HIGH ADHD TRAITS - includes non-diagnosed high-trait adults,"Comparatively GOOD match to PetTodo's users - adults, including high-trait non-diagnosed - but qualitative and about received criticism rather than app interaction.",Inattention-associated behaviours were perceived as the most criticised; criticism had negative consequences for self-worth and wellbeing; receiving understanding from others affected whether criticism was perceived at all,False,False,Heterogeneity
